Dot created: {'event_type': 'dot_appeared', 'position': [4, 4], 'timestamp': '2025-12-18T18:39:33.867370'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 4], 'timestamp': '2025-12-18T19:06:46.285168'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 1], 'timestamp': '2025-12-18T19:06:47.984081'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 3], 'timestamp': '2025-12-18T19:06:48.781047'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 3], 'timestamp': '2025-12-18T19:06:49.344305'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 1], 'timestamp': '2025-12-18T19:06:51.187524'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 2], 'timestamp': '2025-12-18T19:06:52.019793'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 3], 'timestamp': '2025-12-18T19:06:53.786634'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 3], 'timestamp': '2025-12-18T19:06:55.081033'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 0], 'timestamp': '2025-12-18T19:06:55.840889'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T19:06:57.174836'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 2], 'timestamp': '2025-12-18T19:06:59.131135'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 3], 'timestamp': '2025-12-18T19:06:59.770630'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 1], 'timestamp': '2025-12-18T19:07:00.787171'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T19:07:02.758266'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 3], 'timestamp': '2025-12-18T19:07:03.774167'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 2], 'timestamp': '2025-12-18T19:07:05.081240'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 1], 'timestamp': '2025-12-18T19:07:05.916756'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 3], 'timestamp': '2025-12-18T19:07:06.827017'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T19:07:08.222739'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 0], 'timestamp': '2025-12-18T19:07:09.199783'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T19:07:11.137089'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T19:07:12.576641'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 1], 'timestamp': '2025-12-18T19:07:13.585811'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T19:07:15.272642'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T19:07:16.732234'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 2], 'timestamp': '2025-12-18T19:07:17.583594'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 3], 'timestamp': '2025-12-18T19:07:19.126083'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 4], 'timestamp': '2025-12-18T19:07:20.135151'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 0], 'timestamp': '2025-12-18T19:07:20.977659'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T19:07:21.866196'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 3], 'timestamp': '2025-12-18T19:07:22.648385'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 3], 'timestamp': '2025-12-18T19:07:23.492861'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 0], 'timestamp': '2025-12-18T19:07:23.998338'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 0], 'timestamp': '2025-12-18T19:07:25.371568'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 3], 'timestamp': '2025-12-18T19:07:27.365622'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T19:07:29.077726'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 3], 'timestamp': '2025-12-18T19:07:30.177826'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 2], 'timestamp': '2025-12-18T19:07:32.075792'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 2], 'timestamp': '2025-12-18T19:07:33.767795'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 2], 'timestamp': '2025-12-18T19:07:34.457315'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 3], 'timestamp': '2025-12-18T19:07:35.512071'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 2], 'timestamp': '2025-12-18T19:07:37.499522'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 2], 'timestamp': '2025-12-18T19:07:38.927473'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T19:07:39.505592'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 2], 'timestamp': '2025-12-18T19:07:40.467139'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T19:07:41.444555'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T19:07:42.101175'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T19:07:43.291403'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 1], 'timestamp': '2025-12-18T19:07:44.181559'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 4], 'timestamp': '2025-12-18T19:07:44.911934'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 2], 'timestamp': '2025-12-18T19:07:46.670632'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 4], 'timestamp': '2025-12-18T19:07:47.238396'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 0], 'timestamp': '2025-12-18T19:07:47.855098'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 4], 'timestamp': '2025-12-18T19:07:49.236785'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 2], 'timestamp': '2025-12-18T19:07:49.820355'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 2], 'timestamp': '2025-12-18T19:07:50.553761'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 2], 'timestamp': '2025-12-18T19:07:51.939639'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 0], 'timestamp': '2025-12-18T19:07:53.079323'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 3], 'timestamp': '2025-12-18T19:07:54.317640'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T19:07:55.554474'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 3], 'timestamp': '2025-12-18T19:07:57.208084'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T19:07:58.875219'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 3], 'timestamp': '2025-12-18T19:07:59.954957'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 1], 'timestamp': '2025-12-18T19:08:01.824828'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 4], 'timestamp': '2025-12-18T19:08:02.687712'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 0], 'timestamp': '2025-12-18T19:08:03.496556'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 3], 'timestamp': '2025-12-18T19:08:04.398447'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 4], 'timestamp': '2025-12-18T19:08:05.246737'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 0], 'timestamp': '2025-12-18T19:08:05.877152'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T19:08:06.706420'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 2], 'timestamp': '2025-12-18T19:08:07.886759'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 2], 'timestamp': '2025-12-18T19:08:09.766600'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 0], 'timestamp': '2025-12-18T19:08:11.732961'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T19:08:12.786300'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 1], 'timestamp': '2025-12-18T19:08:13.998666'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 1], 'timestamp': '2025-12-18T19:08:15.480587'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 1], 'timestamp': '2025-12-18T19:08:17.298501'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 4], 'timestamp': '2025-12-18T19:08:17.881914'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 4], 'timestamp': '2025-12-18T19:08:18.713387'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 2], 'timestamp': '2025-12-18T19:08:19.746698'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 3], 'timestamp': '2025-12-18T19:08:21.001608'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 3], 'timestamp': '2025-12-18T19:08:21.768085'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 4], 'timestamp': '2025-12-18T19:08:22.886755'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 0], 'timestamp': '2025-12-18T19:08:23.448670'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 1], 'timestamp': '2025-12-18T19:08:25.267491'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 1], 'timestamp': '2025-12-18T19:08:26.405836'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 3], 'timestamp': '2025-12-18T19:08:28.303430'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 0], 'timestamp': '2025-12-18T19:08:29.256104'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 4], 'timestamp': '2025-12-18T19:08:30.054316'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 0], 'timestamp': '2025-12-18T19:08:31.509632'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 1], 'timestamp': '2025-12-18T19:08:32.109970'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T19:08:33.253681'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 3], 'timestamp': '2025-12-18T19:08:34.126738'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 3], 'timestamp': '2025-12-18T19:08:35.745698'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 4], 'timestamp': '2025-12-18T19:08:37.377414'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 4], 'timestamp': '2025-12-18T19:08:38.072933'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 2], 'timestamp': '2025-12-18T19:08:38.954883'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 3], 'timestamp': '2025-12-18T19:08:40.811516'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 3], 'timestamp': '2025-12-18T19:08:41.710866'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 3], 'timestamp': '2025-12-18T19:08:43.649080'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 3], 'timestamp': '2025-12-18T19:08:44.319473'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 2], 'timestamp': '2025-12-18T19:08:46.226432'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 1], 'timestamp': '2025-12-18T19:08:48.036911'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T19:08:48.659598'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 1], 'timestamp': '2025-12-18T19:08:49.267520'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 2], 'timestamp': '2025-12-18T19:08:49.935546'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 3], 'timestamp': '2025-12-18T19:08:51.295896'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 2], 'timestamp': '2025-12-18T19:08:52.312733'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 2], 'timestamp': '2025-12-18T19:08:53.220220'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 1], 'timestamp': '2025-12-18T19:08:54.948935'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 3], 'timestamp': '2025-12-18T19:08:56.699897'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 4], 'timestamp': '2025-12-18T19:08:57.529319'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 1], 'timestamp': '2025-12-18T19:08:59.307284'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T19:09:00.543571'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 1], 'timestamp': '2025-12-18T19:09:02.226152'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 0], 'timestamp': '2025-12-18T19:09:03.688286'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 1], 'timestamp': '2025-12-18T19:09:04.931512'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 1], 'timestamp': '2025-12-18T19:09:05.801795'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 3], 'timestamp': '2025-12-18T19:09:07.070606'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 2], 'timestamp': '2025-12-18T19:09:08.712101'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 1], 'timestamp': '2025-12-18T19:09:09.795415'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 2], 'timestamp': '2025-12-18T19:09:10.860119'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 3], 'timestamp': '2025-12-18T19:09:11.386184'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 1], 'timestamp': '2025-12-18T19:09:12.425827'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 4], 'timestamp': '2025-12-18T19:09:13.577320'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 1], 'timestamp': '2025-12-18T19:09:15.370179'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 1], 'timestamp': '2025-12-18T19:09:17.236168'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 3], 'timestamp': '2025-12-18T19:09:18.971787'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 1], 'timestamp': '2025-12-18T19:09:20.407132'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 4], 'timestamp': '2025-12-18T19:09:22.297985'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 0], 'timestamp': '2025-12-18T19:09:23.107784'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 0], 'timestamp': '2025-12-18T19:09:24.039504'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 4], 'timestamp': '2025-12-18T19:09:25.245757'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 3], 'timestamp': '2025-12-18T19:09:27.143202'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 4], 'timestamp': '2025-12-18T19:09:28.520753'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 3], 'timestamp': '2025-12-18T19:09:30.079671'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 0], 'timestamp': '2025-12-18T19:09:31.362287'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 2], 'timestamp': '2025-12-18T19:09:33.063150'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 3], 'timestamp': '2025-12-18T19:09:34.641492'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 3], 'timestamp': '2025-12-18T19:09:35.148518'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 3], 'timestamp': '2025-12-18T19:09:36.863862'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 0], 'timestamp': '2025-12-18T19:09:37.733606'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 1], 'timestamp': '2025-12-18T19:09:39.258030'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 2], 'timestamp': '2025-12-18T19:09:39.770844'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 2], 'timestamp': '2025-12-18T19:09:40.957489'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 1], 'timestamp': '2025-12-18T19:09:42.583925'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 3], 'timestamp': '2025-12-18T19:09:44.186061'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 2], 'timestamp': '2025-12-18T19:09:45.153760'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 0], 'timestamp': '2025-12-18T19:09:46.555347'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T19:09:48.322544'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 1], 'timestamp': '2025-12-18T19:09:50.187938'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 0], 'timestamp': '2025-12-18T19:09:51.188679'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 0], 'timestamp': '2025-12-18T19:09:53.132380'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 1], 'timestamp': '2025-12-18T19:09:54.355839'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T19:09:54.964298'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T19:09:56.338695'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 2], 'timestamp': '2025-12-18T19:09:57.542489'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 3], 'timestamp': '2025-12-18T19:09:59.509771'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 0], 'timestamp': '2025-12-18T19:10:01.378269'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T19:10:02.400880'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T19:10:04.405591'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 3], 'timestamp': '2025-12-18T19:10:06.205934'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T19:10:07.456087'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 3], 'timestamp': '2025-12-18T19:10:08.466060'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T19:10:10.397377'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T19:10:11.181133'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 0], 'timestamp': '2025-12-18T19:10:11.772288'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 2], 'timestamp': '2025-12-18T19:10:13.186080'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T19:10:14.870035'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T19:10:16.836126'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 0], 'timestamp': '2025-12-18T19:10:17.591944'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 4], 'timestamp': '2025-12-18T19:10:18.452385'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T19:10:18.997053'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 0], 'timestamp': '2025-12-18T19:10:20.258644'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T19:10:21.532255'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T19:10:23.180516'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T19:10:24.396205'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 3], 'timestamp': '2025-12-18T19:10:25.541486'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 0], 'timestamp': '2025-12-18T19:10:27.103992'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T19:10:28.055475'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 1], 'timestamp': '2025-12-18T19:10:29.053916'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 0], 'timestamp': '2025-12-18T19:10:30.669396'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 2], 'timestamp': '2025-12-18T19:10:31.754268'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T19:10:32.888846'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 3], 'timestamp': '2025-12-18T19:10:34.051497'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T19:10:34.662029'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 3], 'timestamp': '2025-12-18T19:10:35.210852'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T19:10:36.939197'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 3], 'timestamp': '2025-12-18T19:10:37.589223'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 3], 'timestamp': '2025-12-18T19:10:38.753638'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 0], 'timestamp': '2025-12-18T19:10:39.423436'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 2], 'timestamp': '2025-12-18T19:10:41.112482'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 4], 'timestamp': '2025-12-18T19:10:41.665770'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 1], 'timestamp': '2025-12-18T19:10:42.789292'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T19:10:44.030503'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 0], 'timestamp': '2025-12-18T19:10:45.233730'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 0], 'timestamp': '2025-12-18T19:10:47.131749'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 3], 'timestamp': '2025-12-18T19:10:48.890605'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 2], 'timestamp': '2025-12-18T19:10:50.075556'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 0], 'timestamp': '2025-12-18T19:10:51.073735'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 0], 'timestamp': '2025-12-18T19:10:52.373196'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 3], 'timestamp': '2025-12-18T19:10:53.383231'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 1], 'timestamp': '2025-12-18T19:10:55.221436'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T19:10:57.008406'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 1], 'timestamp': '2025-12-18T19:10:58.587719'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 3], 'timestamp': '2025-12-18T19:10:59.156102'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 2], 'timestamp': '2025-12-18T19:11:00.869325'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 2], 'timestamp': '2025-12-18T19:11:02.855244'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 0], 'timestamp': '2025-12-18T19:11:04.267872'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 2], 'timestamp': '2025-12-18T19:11:05.847819'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 0], 'timestamp': '2025-12-18T19:11:06.913969'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 2], 'timestamp': '2025-12-18T19:11:07.684882'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 4], 'timestamp': '2025-12-18T19:11:09.499171'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 4], 'timestamp': '2025-12-18T19:11:10.808403'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 4], 'timestamp': '2025-12-18T19:11:11.927905'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T19:11:13.808289'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T19:11:15.096738'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 1], 'timestamp': '2025-12-18T19:11:16.825447'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 0], 'timestamp': '2025-12-18T19:11:17.396548'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 2], 'timestamp': '2025-12-18T19:11:18.040399'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 2], 'timestamp': '2025-12-18T19:11:19.005335'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T19:11:20.739621'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 3], 'timestamp': '2025-12-18T19:11:22.216576'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 2], 'timestamp': '2025-12-18T19:11:23.331956'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 4], 'timestamp': '2025-12-18T19:11:24.180588'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 4], 'timestamp': '2025-12-18T19:11:26.170717'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 3], 'timestamp': '2025-12-18T19:11:26.858434'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 3], 'timestamp': '2025-12-18T19:11:28.768838'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 2], 'timestamp': '2025-12-18T19:11:29.871049'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T19:11:30.679395'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T19:11:32.294508'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 0], 'timestamp': '2025-12-18T19:11:34.051844'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 2], 'timestamp': '2025-12-18T19:11:35.872878'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T19:11:37.641592'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 2], 'timestamp': '2025-12-18T19:11:39.288827'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 4], 'timestamp': '2025-12-18T19:11:40.747157'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 3], 'timestamp': '2025-12-18T19:11:41.316843'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T19:11:42.460750'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 2], 'timestamp': '2025-12-18T19:11:44.300714'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 1], 'timestamp': '2025-12-18T19:11:45.446898'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T19:11:46.740933'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 1], 'timestamp': '2025-12-18T19:11:48.321240'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 3], 'timestamp': '2025-12-18T19:11:48.852990'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 3], 'timestamp': '2025-12-18T19:11:50.123351'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 4], 'timestamp': '2025-12-18T19:11:50.966546'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 2], 'timestamp': '2025-12-18T19:11:52.224524'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 3], 'timestamp': '2025-12-18T19:11:52.814404'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 1], 'timestamp': '2025-12-18T19:11:54.147678'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 3], 'timestamp': '2025-12-18T19:11:55.205074'}
